journal,pmc_ID,converted_accession,species
Stem_Cell_Reports,PMC5355635,GSE93561,Mus musculus
PLoS_One,PMC4631549,GSE73590,Mus musculus
Sci_Rep,PMC5544674,GSE70471,Mus musculus
J_Exp_Med,PMC6400531,GSE105087,Mus musculus
Nature,PMC3982379,GSE43897,Mus musculus
EMBO_Mol_Med,PMC6835205,GSE119762,Mus musculus
J_Exp_Med,PMC6400531,GSE105085,Mus musculus
PLoS_One,PMC4266635,GSE51805,Mus musculus
FEBS_Open_Bio,PMC5623693,GSE102379,Mus musculus
J_Exp_Med,PMC6829595,GSE134314,Mus musculus
Nat_Biomed_Eng,PMC6986236,SRP175356,Mus musculus
BMC_Genomics,PMC1971072,GSE6864,Mus musculus
J_Exp_Med,PMC6400531,GSE105086,Mus musculus
Nat_Commun,PMC6050339,GSE93784,Mus musculus
J_Exp_Med,PMC6400531,GSE113974,Mus musculus
PLoS_One,PMC3968129,GSE55228,Mus musculus
Genome_Biol,PMC3091300,GSE19409,Mus musculus
Genome_Biol,PMC3091300,GSE19372,Mus musculus
Nat_Commun,PMC5754350,GSE104011,Mus musculus
Nat_Commun,PMC4786577,GSE77081,Mus musculus
PLoS_One,PMC2703566,GSE16381,Mus musculus
Sci_Rep,PMC6206094,GSE120373,Mus musculus
Sci_Rep,PMC4592952,SRP059855,Mus musculus
Eur_J_Microbiol_Immunol_(Bp),PMC4681352,GSE62795,Mus musculus
J_Exp_Med,PMC2626665,GSE10000,Mus musculus
Front_Cell_Neurosci,PMC4033281,GSE56926,Mus musculus
Nature,PMC5784267,SRP103108,Mus musculus
PLoS_One,PMC3208546,GSE22949,Mus musculus
Breast_Cancer_Res,PMC3978436,GSE53044,Mus musculus
PLoS_One,PMC3334999,GSE36566,Mus musculus
PLoS_One,PMC4183563,GSE57650,Mus musculus
Nature,PMC4838203,GSE71288,Mus musculus
PLoS_One,PMC5624708,GSE103205,Mus musculus
Respir_Res,PMC2892448,GSE20174,Mus musculus
PLoS_One,PMC4244134,GSE62594,Mus musculus
Cell_Rep,PMC6550338,GSE128383,Mus musculus
PLoS_Genet,PMC3536703,GSE32073,Mus musculus
Cell_Rep,PMC5668567,SRP118483,Mus musculus
Nat_Neurosci,PMC6556771,GSE114176,Mus musculus
Nature,PMC6546605,GSE112551,Mus musculus
Nat_Neurosci,PMC6361549,GSE92452,Mus musculus
PLoS_One,PMC4269394,GSE63253,Mus musculus
Sci_Data,PMC6278690,GSE112352,Mus musculus
Nat_Commun,PMC6748991,GSE135853,Mus musculus
Cell_Rep,PMC6296764,GSE111778,Mus musculus
J_Exp_Med,PMC4612095,GSE72370,Mus musculus
J_Exp_Med,PMC4612095,GSE72367,Mus musculus
J_Exp_Med,PMC4612095,GSE72368,Mus musculus
J_Exp_Med,PMC4612095,GSE72369,Mus musculus
Genome_Biol,PMC4053812,GSE46303,Mus musculus
Cell_Rep,PMC5902027,GSE109279,Mus musculus
J_Exp_Med,PMC5030798,GSE72814,Mus musculus
Nat_Commun,PMC6751293,GSE108339,Mus musculus
Nat_Commun,PMC5534431,GSE83338,Mus musculus
Nat_Immunol,PMC6049828,GSE102525,Mus musculus
Nat_Commun,PMC5668267,GSE73047,Mus musculus
Stem_Cell_Reports,PMC3986662,GSE55475,Mus musculus
EMBO_Rep,PMC6832004,GSE136085,Mus musculus
PLoS_Biol,PMC1059451,GSE2227,Mus musculus
PLoS_Pathog,PMC4339193,GSE65147,Mus musculus
PLoS_Biol,PMC3536797,GSE33726,Mus musculus
Stem_Cell_Reports,PMC4223696,GSE59865,Mus musculus
Biomed_Inform_Insights,PMC4948654,GSE22357,Mus musculus
BMC_Genomics,PMC3091626,GSE21749,Mus musculus
Stem_Cell_Reports,PMC4263995,GSE61580,Mus musculus
Nat_Commun,PMC5974295,GSE113624,Mus musculus
Nat_Commun,PMC5974295,GSE113623,Mus musculus
Nat_Commun,PMC6597788,DRP005103,Mus musculus
Stem_Cell_Reports,PMC5998300,GSE110392,Mus musculus
Stem_Cell_Reports,PMC6627036,GSE131035,Mus musculus
Stem_Cell_Reports,PMC6524168,GSE129079,Mus musculus
J_Exp_Med,PMC6888973,GSE136995,Mus musculus
BMC_Cancer,PMC6019805,GSE112742,Mus musculus
Nat_Commun,PMC5964069,GSE112094,Mus musculus
Stem_Cell_Reports,PMC5639460,GSE49361,Mus musculus
J_Exp_Med,PMC4493409,GSE69227,Mus musculus
eLife,PMC4931909,GSE69545,Mus musculus
Front_Behav_Neurosci,PMC3980118,GSE54426,Mus musculus
PLoS_One,PMC4005753,SRP040508,Mus musculus
Nat_Commun,PMC6506521,SRP191044,Mus musculus
Nat_Biotechnol,PMC4500825,GSE67299,Mus musculus
Genome_Biol,PMC5782396,GSE99327,Mus musculus
Epigenetics_Chromatin,PMC4574441,GSE69087,Mus musculus
Epigenetics_Chromatin,PMC3769143,GSE45610,Mus musculus
EMBO_Mol_Med,PMC4237468,GSE60847,Mus musculus
Nat_Commun,PMC5843645,GSE110065,Mus musculus
Development,PMC4813342,GSE75151,Mus musculus
J_Exp_Med,PMC3302226,GSE31086,Mus musculus
Nat_Commun,PMC6279840,GSE112352,Mus musculus
Nat_Commun,PMC5738375,GSE99101,Mus musculus
Front_Physiol,PMC6696899,GSE133913,Mus musculus
Proc_Natl_Acad_Sci_U_S_A,PMC6099887,GSE100805,Mus musculus
Proc_Natl_Acad_Sci_U_S_A,PMC6099887,GSE100804,Mus musculus
J_Exp_Med,PMC5413334,GSE83222,Mus musculus
BMC_Genomics,PMC5291953,GSE76026,Mus musculus
Nat_Commun,PMC6662828,GSE114546,Mus musculus
Nat_Genet,PMC5206905,GSE85462,Mus musculus
Nature,PMC5204372,GSE84996,Mus musculus
J_Exp_Med,PMC5716040,GSE96934,Mus musculus
J_Exp_Med,PMC5461001,GSE94609,Mus musculus
Genome_Med,PMC4886428,SRP068892,Mus musculus
Nat_Immunol,PMC2775040,GSE14071,Mus musculus
Clin_Epigenetics,PMC6486978,GSE128842,Mus musculus
PLoS_One,PMC6370221,GSE123262,Mus musculus
Nat_Cell_Biol,PMC3507454,GSE40335,Mus musculus
Nat_Genet,PMC3538378,GSE34761,Mus musculus
J_Exp_Med,PMC5987919,GSE111033,Mus musculus
J_Exp_Med,PMC5987919,GSE100422,Mus musculus
BMC_Genomics,PMC2294129,GSE10310,Mus musculus
Genome_Med,PMC4886428,GSE71642,Mus musculus
J_Exp_Med,PMC5068227,GSE67953,Mus musculus
Nat_Commun,PMC4821996,GSE78066,Mus musculus
Hum_Mol_Genet,PMC4189897,GSE49704,Mus musculus
Nat_Commun,PMC6689010,GSE133017,Mus musculus
Nat_Commun,PMC6689010,GSE130468,Mus musculus
Nat_Commun,PMC6689010,GSE133015,Mus musculus
Mol_Biol_Cell,PMC3564542,GSE38269,Mus musculus
PLoS_One,PMC2948007,GSE17797,Mus musculus
Cell_Rep,PMC5828008,GSE96738,Mus musculus
Nucleic_Acids_Res,PMC5416769,GSE94829,Mus musculus
PLoS_One,PMC3534086,GSE42500,Mus musculus
Nat_Commun,PMC5807552,GSE102808,Mus musculus
Stem_Cell_Reports,PMC4649135,GSE70766,Mus musculus
BMC_Dev_Biol,PMC4609079,GSE66971,Mus musculus
Cell_Rep,PMC6063733,GSE110678,Mus musculus
BMC_Biol,PMC4486089,GSE66542,Mus musculus
Nat_Med,PMC6225988,SRP152405,Mus musculus
J_Exp_Med,PMC5460998,GSE98518,Mus musculus
Cell_Rep,PMC6555431,GSE130312,Mus musculus
Nat_Commun,PMC6277442,SRP157127,Mus musculus
Sci_Data,PMC6278690,SRP136494,Mus musculus
Nat_Commun,PMC3112533,GSE28574,Mus musculus
J_Exp_Med,PMC4821649,GSE77886,Mus musculus
Cell_Rep,PMC5329120,GSE93837,Mus musculus
eLife,PMC5602299,GSE97716,Mus musculus
Nat_Commun,PMC6279840,SRP136494,Mus musculus
PLoS_Pathog,PMC2932726,GSE19668,Mus musculus
Nat_Commun,PMC5797102,GSE107617,Mus musculus
Transl_Psychiatry,PMC5534953,GSE97198,Mus musculus
Genome_Biol,PMC5370449,GSE92486,Mus musculus
PLoS_One,PMC2373517,GSE10745,Mus musculus
EMBO_Mol_Med,PMC5582411,GSE97622,Mus musculus
BMC_Biol,PMC6151936,GSE117035,Mus musculus
J_Exp_Med,PMC4548056,GSE64455,Mus musculus
J_Exp_Med,PMC4144738,GSE58495,Mus musculus
mBio,PMC6094478,SRP152955,Mus musculus
Genome_Biol,PMC4963954,SRP066132,Mus musculus
Dev_Cell,PMC6286383,GSE107671,Mus musculus
eLife,PMC5094851,GSE87202,Mus musculus
Development,PMC6340151,GSE121326,Mus musculus
Nat_Commun,PMC3060604,GSE24851,Mus musculus
Nat_Commun,PMC6303397,GSE115401,Mus musculus
PLoS_One,PMC3366954,GSE29417,Mus musculus
J_Exp_Med,PMC2275380,GSE7596,Mus musculus
Nat_Commun,PMC6399264,GSE121883,Mus musculus
Development,PMC5482983,GSE74636,Mus musculus
J_Exp_Med,PMC2822610,GSE19374,Mus musculus
Nat_Commun,PMC5923265,GSE97698,Mus musculus
Nat_Commun,PMC6689091,SRP200141,Mus musculus
PLoS_Genet,PMC5843160,GSE100822,Mus musculus
PLoS_Genet,PMC5480814,SRP100684,Mus musculus
PLoS_One,PMC5481004,SRP107795,Mus musculus
J_Exp_Med,PMC6122974,GSE106408,Mus musculus
J_Exp_Med,PMC4854726,GSE79742,Mus musculus
Nucleic_Acids_Res,PMC3245912,GSE31280,Mus musculus
PLoS_One,PMC3688817,GSE47062,Mus musculus
Nat_Commun,PMC6453899,GSE127752,Mus musculus
Nat_Microbiol,PMC6280189,SRP158926,Mus musculus
Nat_Commun,PMC6303323,SRP159060,Mus musculus
PLoS_One,PMC4236140,GSE62451,Mus musculus
PLoS_Genet,PMC6383954,GSE115194,Mus musculus
J_Exp_Med,PMC5339682,GSE93313,Mus musculus
PLoS_Comput_Biol,PMC6112680,GSE102318,Mus musculus
PLoS_Genet,PMC6821135,GSE134770,Mus musculus
J_Exp_Med,PMC6122974,GSE106406,Mus musculus
J_Exp_Med,PMC6122974,GSE106405,Mus musculus
PLoS_Genet,PMC6383954,SRP149657,Mus musculus
G3_(Bethesda),PMC4132174,GSE52405,Mus musculus
eLife,PMC3874104,GSE49581,Mus musculus
PLoS_Biol,PMC6428341,GSE115391,Mus musculus
eLife,PMC3833424,GSE51394,Mus musculus
Nat_Commun,PMC6173760,GSE108721,Mus musculus
J_Exp_Med,PMC6314518,SRP166974,Mus musculus
Nat_Commun,PMC6341091,GSE116758,Mus musculus
J_Cell_Sci,PMC5117207,GSE79087,Mus musculus
Oncotarget,PMC5814199,GSE103609,Mus musculus
J_Exp_Med,PMC3478929,GSE11961,Mus musculus
Nat_Commun,PMC6242869,GSE121409,Mus musculus
J_Exp_Med,PMC4986524,GSE82074,Mus musculus
Oncotarget,PMC5814199,GSE103662,Mus musculus
Nat_Commun,PMC6368617,GSE86194,Mus musculus
Nat_Commun,PMC5379105,GSE83226,Mus musculus
Biol_Reprod,PMC6702784,GSE76255,Mus musculus
Nat_Commun,PMC6787222,GSE135041,Mus musculus
J_Exp_Med,PMC3804955,GSE37270,Mus musculus
PLoS_One,PMC4257532,GSE49519,Mus musculus
Front_Immunol,PMC5775236,GSE102282,Mus musculus
J_Exp_Med,PMC4076581,GSE56883,Mus musculus
J_Reprod_Dev,PMC5005186,GSE80326,Mus musculus
Genome_Biol,PMC5078920,GSE87133,Mus musculus
J_Exp_Med,PMC4451127,GSE67052,Mus musculus
Nat_Commun,PMC6189046,GSE109717,Mus musculus
Cell_Stem_Cell,PMC6138952,GSE115416,Mus musculus
Nat_Commun,PMC6731243,SRP217340,Mus musculus
Front_Immunol,PMC5767188,GSE106451,Mus musculus
Nat_Commun,PMC6814715,GSE137899,Mus musculus
Cell_Rep,PMC4329986,GSE53132,Mus musculus
PLoS_One,PMC3069080,GSE20241,Mus musculus
Nat_Commun,PMC6368617,SRP109133,Mus musculus
Cell_Rep,PMC4534369,GSE58066,Mus musculus
BMC_Syst_Biol,PMC4049504,GSE46109,Mus musculus
PLoS_Genet,PMC4944976,GSE83244,Mus musculus
Nat_Commun,PMC6459876,GSE113157,Mus musculus
Front_Cell_Infect_Microbiol,PMC5662903,GSE104236,Mus musculus
PLoS_One,PMC3164671,GSE31096,Mus musculus
Nucleic_Acids_Res,PMC6294499,GSE120044,Mus musculus
Sci_Rep,PMC4726364,DRP001327,Mus musculus
Dev_Cell,PMC6104814,GSE95093,Mus musculus
PLoS_One,PMC3536741,GSE38820,Mus musculus
PLoS_One,PMC3519692,GSE40578,Mus musculus
PLoS_One,PMC6160134,GSE119061,Mus musculus
PLoS_Genet,PMC4335007,GSE57514,Mus musculus
Oncotarget,PMC5814199,SRP117182,Mus musculus
FEBS_Open_Bio,PMC4821351,GSE55687,Mus musculus
Oncotarget,PMC5814199,SRP117088,Mus musculus
Nat_Commun,PMC6586637,GSE110901,Mus musculus
PLoS_Genet,PMC5754050,GSE107653,Mus musculus
PLoS_One,PMC6402656,GSE88797,Mus musculus
Stem_Cell_Reports,PMC3923195,GSE53212,Mus musculus
Development,PMC4909858,GSE67803,Mus musculus
eLife,PMC6701943,GSE117532,Mus musculus
Cell_Syst,PMC6066359,GSE75975,Mus musculus
Nat_Commun,PMC6081460,GSE106205,Mus musculus
Nat_Commun,PMC4052376,GSE57030,Mus musculus
PLoS_Genet,PMC3708841,GSE41948,Mus musculus
Front_Physiol,PMC6196243,GSE119962,Mus musculus
PLoS_One,PMC3357388,GSE33381,Mus musculus
PLoS_One,PMC2909919,GSE22506,Mus musculus
Nat_Commun,PMC6167353,GSE115757,Mus musculus
BMC_Biol,PMC6626364,GSE129427,Mus musculus
PLoS_Genet,PMC3886906,GSE42498,Mus musculus
eLife,PMC4963200,GSE39669,Mus musculus
eLife,PMC4963200,GSE39670,Mus musculus
Nature,PMC3340615,GSE36009,Mus musculus
Nat_Commun,PMC6261948,GSE111027,Mus musculus
Nat_Commun,PMC6167353,GSE115652,Mus musculus
Stem_Cell_Reports,PMC6411484,GSE125389,Mus musculus
BMC_Cancer,PMC6371494,GSE125000,Mus musculus
Stem_Cell_Reports,PMC6067151,GSE92635,Mus musculus
Stem_Cell_Reports,PMC6066961,SRP144105,Mus musculus
Stem_Cell_Reports,PMC6066961,GSE113921,Mus musculus
BMC_Genomics,PMC4161876,DRP000495,Mus musculus
PLoS_One,PMC2684642,GSE15580,Mus musculus
Sci_Rep,PMC6375966,GSE124797,Mus musculus
J_Cell_Biol,PMC3461518,GSE26764,Mus musculus
PLoS_One,PMC3653966,GSE44320,Mus musculus
Genome_Biol,PMC3218656,ERP000258,Mus musculus
PLoS_One,PMC6173417,GSE119549,Mus musculus
PLoS_One,PMC2791840,GSE18083,Mus musculus
Nat_Biomed_Eng,PMC6452896,SRP158170,Mus musculus
Nat_Commun,PMC6445090,GSE127753,Mus musculus
Nat_Commun,PMC6377633,SRP150400,Mus musculus
Sci_Rep,PMC5374502,GSE94579,Mus musculus
Sci_Rep,PMC5374502,GSE94641,Mus musculus
Haematologica,PMC7049366,GSE129511,Mus musculus
Nat_Commun,PMC4643281,GSE64643,Mus musculus
eLife,PMC5634787,GSE87293,Mus musculus
Nature,PMC6706314,GSE120656,Mus musculus
J_Exp_Med,PMC3182057,GSE30523,Mus musculus
Nat_Microbiol,PMC6280189,GSE119141,Mus musculus
J_Clin_Invest,PMC5824864,GSE102992,Mus musculus
Stem_Cell_Reports,PMC5998209,GSE110270,Mus musculus
Stem_Cell_Reports,PMC6135739,GSE116602,Mus musculus
Stem_Cell_Reports,PMC6294073,GSE114354,Mus musculus
J_Exp_Med,PMC5626402,GSE101318,Mus musculus
Nat_Commun,PMC6635394,GSE119607,Mus musculus
PLoS_One,PMC3616000,GSE44906,Mus musculus
eLife,PMC6095690,SRP131511,Mus musculus
J_Exp_Med,PMC4291529,GSE63316,Mus musculus
PLoS_One,PMC6226179,GSE109629,Mus musculus
Nature,PMC6324568,GSE104796,Mus musculus
Stem_Cell_Reports,PMC6135738,GSE117932,Mus musculus
Stem_Cell_Reports,PMC6626889,GSE131219,Mus musculus
J_Clin_Invest,PMC5824864,GSE106210,Mus musculus
J_Exp_Med,PMC4419354,GSE62463,Mus musculus
PLoS_Genet,PMC5082930,SRP068485,Mus musculus
PLoS_Genet,PMC5082930,SRP071762,Mus musculus
Data_Brief,PMC4707287,SRP061188,Mus musculus
Front_Immunol,PMC6710335,GSE125764,Mus musculus
J_Exp_Med,PMC4886362,GSE79903,Mus musculus
Cell_Rep,PMC6750732,GSE132090,Mus musculus
PLoS_Genet,PMC4924826,SRP075843,Mus musculus
Front_Neurosci,PMC6753176,GSE135830,Mus musculus
J_Exp_Med,PMC4986532,GSE72521,Mus musculus
PLoS_One,PMC5999084,GSE103303,Mus musculus
Nat_Commun,PMC4987520,GSE63997,Mus musculus
Nat_Commun,PMC4987520,GSE81646,Mus musculus
Nat_Commun,PMC4987520,GSE81508,Mus musculus
J_Exp_Med,PMC5339680,SRP077983,Mus musculus
Nat_Commun,PMC6789033,SRP171166,Mus musculus
Nat_Commun,PMC6789033,GSE123136,Mus musculus
Nat_Commun,PMC6240092,GSE107860,Mus musculus
Nat_Commun,PMC6668467,GSE110795,Mus musculus
Immunity,PMC6477154,GSE109040,Mus musculus
Nat_Commun,PMC4987520,GSE63996,Mus musculus
Clin_Epigenetics,PMC4114167,GSE54232,Mus musculus
BMC_Genomics,PMC3410783,GSE25290,Mus musculus
J_Exp_Med,PMC6719416,GSE131511,Mus musculus
J_Exp_Med,PMC6719416,GSE131533,Mus musculus
Nat_Commun,PMC5059478,GSE75907,Mus musculus
Clin_Epigenetics,PMC4114167,GSE54230,Mus musculus
J_Exp_Med,PMC6781012,GSE133360,Mus musculus
BMC_Genomics,PMC3410783,GSE25286,Mus musculus
Genome_Biol,PMC4928330,GSE77447,Mus musculus
PLoS_One,PMC4444008,GSE67389,Mus musculus
J_Exp_Med,PMC6781012,GSE133362,Mus musculus
Front_Genet,PMC6125400,GSE117925,Mus musculus
EMBO_Mol_Med,PMC5709760,GSE86971,Mus musculus
Nat_Commun,PMC6015030,GSE96748,Mus musculus
Clin_Epigenetics,PMC4114167,GSE54231,Mus musculus
PLoS_Biol,PMC6306241,SRP126405,Mus musculus
Sci_Adv,PMC6594774,GSE128305,Mus musculus
PLoS_One,PMC6093675,GSE116752,Mus musculus
Front_Neurosci,PMC6433882,GSE126707,Mus musculus
PLoS_Pathog,PMC4961300,GSE70505,Mus musculus
Nat_Commun,PMC6299086,GSE103217,Mus musculus
PLoS_One,PMC4642988,GSE73984,Mus musculus
Invest_Ophthalmol_Vis_Sci,PMC6383728,GSE121044,Mus musculus
PLoS_Pathog,PMC4703212,DRP002838,Mus musculus
PLoS_Pathog,PMC5063320,GSE86922,Mus musculus
Nat_Commun,PMC6203711,SRP115597,Mus musculus
PLoS_Pathog,PMC5957453,GSE112778,Mus musculus
PLoS_One,PMC6171932,DRP004425,Mus musculus
Front_Immunol,PMC5932385,GSE108428,Mus musculus
PLoS_One,PMC5843266,SRP132517,Mus musculus
Curr_Biol,PMC3982126,GSE53529,Mus musculus
Nat_Commun,PMC6297218,GSE121295,Mus musculus
PLoS_One,PMC2244803,GSE8396,Mus musculus
Development,PMC5825872,GSE96070,Mus musculus
Brain_Behav,PMC5991579,GSE85389,Mus musculus
Development,PMC5312034,GSE93721,Mus musculus
Sci_Rep,PMC5039761,GSE78146,Mus musculus
EMBO_Rep,PMC6549021,GSE102255,Mus musculus
EMBO_Mol_Med,PMC6685079,GSE100293,Mus musculus
BMC_Med_Genet,PMC6150973,GSE82345,Mus musculus
BMC_Cell_Biol,PMC2072952,GSE4422,Mus musculus
J_Exp_Med,PMC6400535,GSE118059,Mus musculus
Oncoimmunology,PMC4589058,GSE68294,Mus musculus
Genome_Biol,PMC4557751,GSE60495,Mus musculus
Nat_Commun,PMC5722856,GSE105051,Mus musculus
Genome_Biol,PMC4934013,GSE78163,Mus musculus
BMC_Genomics,PMC4625460,GSE65871,Mus musculus
Genome_Biol,PMC3245615,GSE26207,Mus musculus
Nucleic_Acids_Res,PMC6753492,GSE126864,Mus musculus
PLoS_Genet,PMC4574948,GSE72200,Mus musculus
J_Exp_Med,PMC4612085,GSE73218,Mus musculus
PLoS_Genet,PMC4340958,GSE57511,Mus musculus
J_Exp_Med,PMC5339667,GSE39160,Mus musculus
PLoS_Genet,PMC1464831,GSE4697,Mus musculus
PLoS_Genet,PMC1464831,GSE4692,Mus musculus
PLoS_Genet,PMC3820764,GSE43153,Mus musculus
PLoS_Genet,PMC3610904,GSE44285,Mus musculus
PLoS_Genet,PMC4852938,GSE68832,Mus musculus
PLoS_Genet,PMC4852938,GSE68830,Mus musculus
PLoS_Genet,PMC4852938,GSE68831,Mus musculus
PLoS_Genet,PMC4852938,GSE77162,Mus musculus
J_Exp_Med,PMC2585834,GSE12948,Mus musculus
PLoS_Genet,PMC6594654,DRP005072,Mus musculus
BMC_Genomics,PMC5240438,SRP072270,Mus musculus
J_Exp_Med,PMC2856032,GSE17322,Mus musculus
J_Exp_Med,PMC2882829,GSE21664,Mus musculus
J_Exp_Med,PMC2882829,GSE20987,Mus musculus
J_Exp_Med,PMC3173246,GSE25645,Mus musculus
Stem_Cell_Res_Ther,PMC3854877,GSE47741,Mus musculus
BMC_Genomics,PMC6498469,GSE114142,Mus musculus
PLoS_One,PMC5370058,GSE90614,Mus musculus
Nat_Med,PMC4957133,GSE77106,Mus musculus
BMC_Genomics,PMC5996485,GSE108131,Mus musculus
J_Neuroinflammation,PMC4359438,SRP050518,Mus musculus
Nat_Commun,PMC6802219,GSE136923,Mus musculus
Nat_Commun,PMC6765049,GSE136642,Mus musculus
Dis_Model_Mech,PMC5451164,SRP102726,Mus musculus
Cell_Rep,PMC5793878,GSE85731,Mus musculus
Nat_Chem_Biol,PMC4310751,GSE35090,Mus musculus
PLoS_One,PMC3702501,GSE47714,Mus musculus
PLoS_One,PMC4514479,GSE70343,Mus musculus
Cell_Rep,PMC5793878,GSE100276,Mus musculus
Nat_Commun,PMC6606620,GSE132108,Mus musculus
Mol_Cell,PMC6242782,GSE119658,Mus musculus
Nat_Commun,PMC5856766,GSE110725,Mus musculus
Cell,PMC5236063,GSE84592,Mus musculus
Mol_Cell,PMC6242782,GSE119660,Mus musculus
Mol_Cell,PMC6242782,GSE119656,Mus musculus
Mol_Cell,PMC6242782,GSE119659,Mus musculus
Mol_Cell,PMC6242782,GSE120665,Mus musculus
Mol_Cell,PMC6242782,GSE120666,Mus musculus
Nat_Commun,PMC6744420,GSE133254,Mus musculus
Nat_Immunol,PMC4994873,SRP059425,Mus musculus
Genome_Med,PMC5899322,GSE94402,Mus musculus
Nature,PMC4267857,GSE61817,Mus musculus
eLife,PMC5036965,GSE63376,Mus musculus
Nat_Commun,PMC6393447,GSE124545,Mus musculus
PLoS_Biol,PMC6668837,GSE126551,Mus musculus
eLife,PMC5036965,GSE62977,Mus musculus
Stem_Cell_Reports,PMC5918193,GSE109052,Mus musculus
PLoS_One,PMC5491009,GSE99093,Mus musculus
Sci_Rep,PMC6470170,GSE128573,Mus musculus
PLoS_Genet,PMC4374748,GSE59092,Mus musculus
PLoS_One,PMC4532500,GSE49705,Mus musculus
J_Exp_Med,PMC3409499,GSE35395,Mus musculus
Nat_Commun,PMC6258728,GSE116649,Mus musculus
J_Exp_Med,PMC3135370,GSE29765,Mus musculus
BMC_Genomics,PMC6615288,SRP178733,Mus musculus
Front_Genet,PMC6125400,SRP156323,Mus musculus
PLoS_Genet,PMC5383017,GSE95064,Mus musculus
PLoS_Genet,PMC4963131,GSE83835,Mus musculus
J_Virol,PMC5355609,GSE89246,Mus musculus
Sci_Rep,PMC6363776,GSE108917,Mus musculus
Sci_Rep,PMC6355796,GSE113697,Mus musculus
PLoS_One,PMC4532500,GSE49694,Mus musculus
Nat_Neurosci,PMC3799941,GSE47485,Mus musculus
Proc_Natl_Acad_Sci_U_S_A,PMC5358370,GSE93702,Mus musculus
PLoS_One,PMC3790783,GSE44641,Mus musculus
PLoS_One,PMC3790783,GSE44675,Mus musculus
PLoS_One,PMC3447004,GSE38074,Mus musculus
Stem_Cell_Reports,PMC5831042,GSE99588,Mus musculus
Gut,PMC5868295,GSE87603,Mus musculus
eLife,PMC6167054,GSE111588,Mus musculus
eLife,PMC6389288,GSE125125,Mus musculus
Proc_Natl_Acad_Sci_U_S_A,PMC6042121,GSE109012,Mus musculus
PLoS_Biol,PMC6799888,GSE123879,Mus musculus
Nat_Immunol,PMC6858571,GSE128964,Mus musculus
Nat_Struct_Mol_Biol,PMC4939079,GSE74330,Mus musculus
Genome_Biol,PMC4197816,GSE57910,Mus musculus
eLife,PMC5100999,GSE81964,Mus musculus
Genome_Biol,PMC5225599,GSE83432,Mus musculus
Genome_Biol,PMC5225599,SRP076669,Mus musculus
Nat_Commun,PMC5023958,GSE82212,Mus musculus
Nat_Commun,PMC5913294,GSE110597,Mus musculus
BMC_Microbiol,PMC5596872,SRP115512,Mus musculus
Nat_Commun,PMC6718408,GSE110625,Mus musculus
EMBO_Rep,PMC4670460,GSE59394,Mus musculus
J_Exp_Med,PMC6363428,GSE123716,Mus musculus
Cell_Rep,PMC6218204,GSE120441,Mus musculus
Nat_Immunol,PMC5564218,GSE81888,Mus musculus
Arthritis_Res_Ther,PMC4625947,GSE73658,Mus musculus
Arthritis_Res_Ther,PMC4625947,GSE73659,Mus musculus
EMBO_Mol_Med,PMC6835202,GSE134923,Mus musculus
BMC_Biotechnol,PMC2805631,GSE19104,Mus musculus
Mol_Cell,PMC3473360,GSE39492,Mus musculus
Aging_Cell,PMC3989927,GSE40977,Mus musculus
EMBO_Mol_Med,PMC5538424,GSE88761,Mus musculus
BMC_Bioinformatics,PMC4016238,GSE53876,Mus musculus
mBio,PMC6805995,ERP111737,Mus musculus
Cell_Rep,PMC5933860,GSE94966,Mus musculus
J_Exp_Med,PMC5881460,GSE110598,Mus musculus
J_Exp_Med,PMC6080916,SRP152025,Mus musculus
J_Exp_Med,PMC6719429,GSE131516,Mus musculus
Front_Mol_Neurosci,PMC5253383,GSE92955,Mus musculus
Front_Mol_Neurosci,PMC6056652,GSE116056,Mus musculus
PLoS_One,PMC3634827,GSE45583,Mus musculus
PLoS_One,PMC6366741,GSE124995,Mus musculus
J_Exp_Med,PMC3865475,GSE51698,Mus musculus
J_Exp_Med,PMC3260867,GSE27859,Mus musculus
J_Exp_Med,PMC3727315,GSE39595,Mus musculus
J_Exp_Med,PMC3949565,GSE47736,Mus musculus
J_Exp_Med,PMC4749927,GSE67854,Mus musculus
J_Exp_Med,PMC4235648,GSE52094,Mus musculus
J_Exp_Med,PMC4925024,GSE77744,Mus musculus
Nat_Microbiol,PMC6179362,GSE115025,Mus musculus
Nat_Genet,PMC4957136,GSE72148,Mus musculus
Nature,PMC6497049,GSE119710,Mus musculus
Nat_Commun,PMC4304400,GSE63530,Mus musculus
Nature,PMC6589139,SRP187974,Mus musculus
mBio,PMC6775463,GSE136893,Mus musculus
eLife,PMC5441871,GSE97430,Mus musculus
Nat_Commun,PMC4197140,GSE60527,Mus musculus
Stem_Cell_Reports,PMC4983099,GSE72445,Mus musculus
BMC_Genomics,PMC3679908,GSE45418,Mus musculus
PLoS_Biol,PMC5120774,GSE74079,Mus musculus
Brain,PMC3927703,GSE51650,Mus musculus
BMC_Genomics,PMC3679908,GSE43776,Mus musculus
Immunity,PMC5196026,GSE90471,Mus musculus
PLoS_Genet,PMC4177752,GSE60932,Mus musculus
PLoS_Genet,PMC4532491,GSE66424,Mus musculus
Nat_Commun,PMC4366489,GSE52798,Mus musculus
Cell_Rep,PMC4956617,SRP075877,Mus musculus
Nature,PMC3762466,GSE46700,Mus musculus
