,journal,pmc_ID,accession,converted_accession
758,BMC_Nephrol,PMC4016589,GSM72229,GSE3219
759,BMC_Nephrol,PMC4016589,GSM72253,GSE3219
760,BMC_Nephrol,PMC4016589,GSM72281,GSE3219
761,BMC_Nephrol,PMC4016589,GSM72502,GSE3219
762,BMC_Nephrol,PMC4016589,GSM359391,GSE14373
763,BMC_Nephrol,PMC4016589,GSM359392,GSE14373
764,BMC_Nephrol,PMC4016589,GSM359393,GSE14373
765,BMC_Nephrol,PMC4016589,GSM359395,GSE14373
766,BMC_Nephrol,PMC4016589,GSM359397,GSE14373
767,BMC_Nephrol,PMC4016589,GSM359399,GSE14373
768,BMC_Nephrol,PMC4016589,GSM359401,GSE14373
769,BMC_Nephrol,PMC4016589,GSM359403,GSE14373
770,BMC_Nephrol,PMC4016589,GSM359405,GSE14373
771,BMC_Nephrol,PMC4016589,GSM359407,GSE14373
772,BMC_Nephrol,PMC4016589,GSM674258,GSE27274
773,BMC_Nephrol,PMC4016589,GSM251560,GSE9943
774,BMC_Nephrol,PMC4016589,GSM251586,GSE9943
775,BMC_Nephrol,PMC4016589,GSM251588,GSE9943
776,BMC_Nephrol,PMC4016589,GSM251591,GSE9943
777,BMC_Nephrol,PMC4016589,GSM251593,GSE9943
778,BMC_Nephrol,PMC4016589,GSM280410,GSE9943
779,BMC_Nephrol,PMC4016589,GSM280416,GSE9943
780,BMC_Nephrol,PMC4016589,GSM281084,GSE11166
781,BMC_Nephrol,PMC4016589,GSM281259,GSE11166
782,BMC_Nephrol,PMC4016589,GSM281276,GSE11166
783,BMC_Nephrol,PMC4016589,GSM281346,GSE11166
784,BMC_Nephrol,PMC4016589,GSM281351,GSE11166
785,BMC_Nephrol,PMC4016589,GSM281667,GSE11166
786,BMC_Nephrol,PMC4016589,GPL890,GSE5337
787,BMC_Nephrol,PMC6053766,GSE58539,GSE58539
791,BMC_Genomics,PMC4938905,PRJNA224728,SRP032760
792,BMC_Genomics,PMC4938946,SRP075425,SRP075425
795,BMC_Genomics,PMC3582436,GPL570,GSE2109
803,BMC_Genomics,PMC3582436,GSM405175,GSE16157
804,BMC_Genomics,PMC3582436,GSM341406,GSE13548
809,BMC_Genomics,PMC3582483,SRA047025,SRP008839
810,BMC_Genomics,PMC3582489,GSE15745,GSE15745
811,BMC_Genomics,PMC3582591,GSE27574,GSE27574
812,BMC_Genomics,PMC3582595,GSE6536,GSE6536
813,BMC_Genomics,PMC3582595,GPL2507,GSE6536
815,BMC_Genomics,PMC3583171,SRA048658,NaN
816,BMC_Genomics,PMC3583795,DRA000602,DRP000633
817,BMC_Genomics,PMC3585874,SRP014728,SRP014728
818,BMC_Genomics,PMC3585874,SRA056996,NaN
819,BMC_Genomics,PMC4514945,GSE64570,GSE64570
820,BMC_Genomics,PMC4517385,PRJNA282155,SRP059423
821,BMC_Genomics,PMC4517385,SRX145413,SRP012587
827,BMC_Genomics,PMC4515932,SRR1297207,SRP042213
828,BMC_Genomics,PMC4518884,GSE53170,GSE53170
835,BMC_Genomics,PMC4518661,SRP056082,SRP056082
836,BMC_Genomics,PMC4349605,PRJNA208776,NaN
837,BMC_Genomics,PMC4349605,PRJNA163151,NaN
838,BMC_Genomics,PMC4349605,PRJNA185645,SRP025617
840,BMC_Genomics,PMC4340671,GSE19024,GSE19024
841,BMC_Genomics,PMC4340671,GSE13988,GSE13988
844,BMC_Genomics,PMC4352242,SRP004363,SRP004363
845,BMC_Genomics,PMC4352242,SRP032993,SRP032993
848,BMC_Genomics,PMC4352242,SRP041838,SRP041838
849,BMC_Genomics,PMC4342875,GSE64579,GSE64579
850,BMC_Genomics,PMC4336699,SRX535330,SRP041775
851,BMC_Genomics,PMC4347561,GSE50880,GSE50880
852,BMC_Genomics,PMC4347651,SRP051982,SRP051982
853,BMC_Genomics,PMC4337092,GSE54105,GSE54105
855,BMC_Genomics,PMC4337061,GSE64095,GSE64095
857,BMC_Genomics,PMC4349229,SRP047260,SRP047260
858,BMC_Genomics,PMC4349229,SRP052927,SRP052927
859,BMC_Genomics,PMC4334403,GSE21512,GSE21512
861,BMC_Genomics,PMC4334403,GSM100381,GSE4469
862,BMC_Genomics,PMC4334403,GSM103823,NaN
863,BMC_Genomics,PMC4334403,GSE31039,GSE31039
864,BMC_Genomics,PMC4334403,GSM100014,NaN
866,BMC_Genomics,PMC4334403,GSE39756,GSE39756
867,BMC_Genomics,PMC4334403,GSE37074,GSE37074
868,BMC_Genomics,PMC4334403,GSM101417,GSE4523
872,BMC_Genomics,PMC4334403,GSE58128,GSE58128
874,BMC_Genomics,PMC4352269,SRR299127,SRP007359
875,BMC_Genomics,PMC4352269,SRR832953,SRP021223
876,BMC_Genomics,PMC4352269,SRR594464,SRP016501
893,BMC_Genomics,PMC4352269,SRX424026,SRP035263
894,BMC_Genomics,PMC4352269,SRX209571,SRP017517
895,BMC_Genomics,PMC4352269,SRX518478,SRP041216
896,BMC_Genomics,PMC4352269,SRX489030,SRP039366
897,BMC_Genomics,PMC4352269,SRX480828,SRP039366
898,BMC_Genomics,PMC4356054,SRR060191,SRP002867
899,BMC_Genomics,PMC4349310,GSE62488,GSE62488
904,BMC_Genomics,PMC4349473,GSE64087,GSE64087
907,BMC_Genomics,PMC4048457,GSE48199,GSE48199
911,BMC_Genomics,PMC4746818,GSE49537,GSE49537
913,BMC_Genomics,PMC4344806,GPL6416,GSE97082
914,BMC_Genomics,PMC4344806,GSE54468,GSE54468
917,BMC_Genomics,PMC4336476,SRP042646,SRP042646
919,BMC_Genomics,PMC4345001,SRR546811,Illumina
920,BMC_Genomics,PMC4345001,SRR1654792,SRP049967
921,BMC_Genomics,PMC4345017,GSE6734,GSE6734
922,BMC_Genomics,PMC4345017,GSE15378,GSE15378
923,BMC_Genomics,PMC4345017,GSE11086,GSE11086
924,BMC_Genomics,PMC4345003,GSE9588,GSE9588
925,BMC_Genomics,PMC4345003,GSE44772,GSE44772
926,BMC_Genomics,PMC4345003,GSE44768,GSE44768
927,BMC_Genomics,PMC4345003,GSE44770,GSE44770
928,BMC_Genomics,PMC4345003,GSE44771,GSE44771
929,BMC_Genomics,PMC4345003,GSE189199,NaN
930,BMC_Genomics,PMC4355973,SRA146484,NaN
931,BMC_Genomics,PMC4340878,GSE59010,GSE59010
932,BMC_Genomics,PMC4337095,GSE53907,GSE53907
936,BMC_Genomics,PMC1482311,GSE3584,GSE3584
937,BMC_Genomics,PMC1482311,GPL3034,GSE6041
939,BMC_Genomics,PMC1482311,GPL1902,GSE8161
941,BMC_Genomics,PMC1618849,GSE928,GSE928
942,BMC_Genomics,PMC5210278,SRP092633,SRP092633
943,BMC_Genomics,PMC5210311,GSE85323,GSE85323
947,BMC_Genomics,PMC1664577,GPL4220,GSE5672
948,BMC_Genomics,PMC1664577,GSE5672,GSE5672
949,BMC_Genomics,PMC1501020,GSE3261,GSE3261
951,BMC_Genomics,PMC2278132,GSE9784,GSE9784
952,BMC_Genomics,PMC2386825,GSE4756,GSE4756
953,BMC_Genomics,PMC2430976,GSE11289,GSE11289
954,BMC_Genomics,PMC2440768,GSE11246,GSE11246
955,BMC_Genomics,PMC2573897,GSE12711,GSE12711
956,BMC_Genomics,PMC2204013,GSE3839,GSE3839
957,BMC_Genomics,PMC2204013,GSE5917,GSE5917
958,BMC_Genomics,PMC5210266,PRJNA320882,SRP075558
960,BMC_Genomics,PMC2396644,GSE6607,GSE6607
961,BMC_Genomics,PMC2396644,GSE7571,GSE7571
962,BMC_Genomics,PMC2396644,GSE7572,GSE7572
963,BMC_Genomics,PMC2637875,GSE3705,GSE3705
964,BMC_Genomics,PMC2637875,GSE3706,GSE3706
965,BMC_Genomics,PMC2637875,GSE2246,GSE2246
966,BMC_Genomics,PMC2213675,GSE6306,GSE6306
967,BMC_Genomics,PMC2244606,GSE6536,GSE6536
969,BMC_Genomics,PMC2244606,GSE6099,GSE6099
970,BMC_Genomics,PMC2244606,GSE3151,GSE3151
971,BMC_Genomics,PMC2244606,GSE3158,GSE3158
972,BMC_Genomics,PMC2194786,GSE4133,GSE4133
973,BMC_Genomics,PMC2194786,GSE4131,GSE4131
974,BMC_Genomics,PMC2194786,GSE4132,GSE4132
975,BMC_Genomics,PMC2424064,GSE8617,GSE8617
976,BMC_Genomics,PMC2676304,GSE13744,GSE13744
977,BMC_Genomics,PMC2676301,GSE14103,GSE14103
978,BMC_Genomics,PMC2703655,GSM402884,GSE33269
979,BMC_Genomics,PMC2703655,GSM402883,GSE33269
980,BMC_Genomics,PMC2703655,GSM402882,GSE33269
981,BMC_Genomics,PMC2703655,GSM402881,GSE33269
982,BMC_Genomics,PMC2703655,GSM402880,GSE33269
983,BMC_Genomics,PMC2703655,GSM402879,GSE33269
984,BMC_Genomics,PMC2703655,GSM402874,GSE33269
985,BMC_Genomics,PMC2703655,GSM402873,NaN
986,BMC_Genomics,PMC2703655,GSM402872,NaN
987,BMC_Genomics,PMC2703655,GSM402871,GSE33269
988,BMC_Genomics,PMC2703655,GSM402870,NaN
989,BMC_Genomics,PMC2703655,GSM402869,NaN
990,BMC_Genomics,PMC2703655,GSM402868,GSE33269
991,BMC_Genomics,PMC2703655,GSM402867,GSE33269
992,BMC_Genomics,PMC2703655,GSM402830,GSE33269
993,BMC_Genomics,PMC2741491,GSE14568,GSE14568
994,BMC_Genomics,PMC2741493,GDS1883,GSE2470
995,BMC_Genomics,PMC2686739,GSE9376,GSE9376
996,BMC_Genomics,PMC2637897,GSE3526,GSE3526
997,BMC_Genomics,PMC2637897,GSE6764,GSE6764
998,BMC_Genomics,PMC2637897,GSE3678,GSE3678
999,BMC_Genomics,PMC2637897,GSE4107,GSE4107
1000,BMC_Genomics,PMC2637897,GSE7670,GSE7670
1001,BMC_Genomics,PMC2585104,GSE13072,GSE13072
1002,BMC_Genomics,PMC2858751,GSE9954,GSE9954
1003,BMC_Genomics,PMC2858751,GSE7307,GSE7307
1004,BMC_Genomics,PMC2842250,GSE18320,GSE18320
1005,BMC_Genomics,PMC2820458,GSE6640,GSE6640
1006,BMC_Genomics,PMC2820458,GSE442,GSE442
1008,BMC_Genomics,PMC2820458,GSE15593,GSE15593
1009,BMC_Genomics,PMC2901317,GSM157808,GPL3213
1011,BMC_Genomics,PMC2901317,GSE17725,GSE17725
1013,BMC_Genomics,PMC2833160,GSE1730,GSE1730
1014,BMC_Genomics,PMC2833160,GSE1735,GSE1735
1015,BMC_Genomics,PMC2837035,SRA009755,SRP001143
1016,BMC_Genomics,PMC2837036,GSE7234,GSE7234
1017,BMC_Genomics,PMC2837036,GSE7896,GSE7896
1018,BMC_Genomics,PMC2837036,GSE9440,GSE9440
1019,BMC_Genomics,PMC2837036,GSE9832,GSE9832
1020,BMC_Genomics,PMC2837036,GSE13828,GSE13828
1021,BMC_Genomics,PMC2837036,GDS1,NaN
1028,BMC_Genomics,PMC2837036,GSE19350,GSE19350
1029,BMC_Genomics,PMC2846913,GSE15025,GSE15025
1030,BMC_Genomics,PMC2848245,GSE11619,GSE11619
1031,BMC_Genomics,PMC2847973,GSE15469,GSE15469
1032,BMC_Genomics,PMC2858150,GSE18444,GSE18444
1033,BMC_Genomics,PMC2858150,GSE18445,GSE18445
1034,BMC_Genomics,PMC2858150,GSE18447,GSE18447
1035,BMC_Genomics,PMC2858150,GSE18448,GSE18448
1036,BMC_Genomics,PMC2861062,GSE4654,GSE4654
1037,BMC_Genomics,PMC2861062,GSE5218,GSE5218
1038,BMC_Genomics,PMC2861062,GSE16514,GSE16514
1040,BMC_Genomics,PMC2850359,GSE16422,GSE16422
1043,BMC_Genomics,PMC2853524,GSE18489,GSE18489
1044,BMC_Genomics,PMC2823688,GSE15196,GSE15196
1045,BMC_Genomics,PMC2864246,SRP001802,SRP001802
1047,BMC_Genomics,PMC2864246,GPL84,GSE78255
1048,BMC_Genomics,PMC2867831,GSE21159,GSE21159
1049,BMC_Genomics,PMC2886062,SRX011915,SRP001296
1050,BMC_Genomics,PMC2875238,GSE17912,GSE17912
1051,BMC_Genomics,PMC2864249,GSE18207,GSE18207
1055,BMC_Genomics,PMC2885366,SRX016333,SRP001833
1056,BMC_Genomics,PMC2885366,SRX016334,SRP001833
1057,BMC_Genomics,PMC2885369,GSE16341,GSE16341
1058,BMC_Genomics,PMC2885369,GSE16265,GSE16265
1059,BMC_Genomics,PMC2891614,GSE2642,GSE2642
1060,BMC_Genomics,PMC2890562,GSE19669,GSE19669
1061,BMC_Genomics,PMC2890563,GSE20363,GSE20363
1064,BMC_Genomics,PMC2889901,GSE18346,GSE18346
1065,BMC_Genomics,PMC2817691,SRA010205,SRP001497
1067,BMC_Genomics,PMC2898760,SRX018661,SRP002099
1068,BMC_Genomics,PMC2898760,SRX018662,SRP002099
1069,BMC_Genomics,PMC2881028,GSE18580,GSE18580
1070,BMC_Genomics,PMC2881028,GSM462173,GSE18580;GSE23961
1071,BMC_Genomics,PMC2881028,GSM462178,GSE18580;GSE23961;GSE25094
1072,BMC_Genomics,PMC2881028,GSM462180,GSE18580;GSE23961;GSE25094
1073,BMC_Genomics,PMC2881028,GSM462184,GSE18580
1074,BMC_Genomics,PMC2881028,GSM462187,GSE18580;GSE25094
1075,BMC_Genomics,PMC2996993,GSE19012,GSE19012
1076,BMC_Genomics,PMC2823691,GSE19163,GSE19163
1079,BMC_Genomics,PMC2685408,GSE14451,GSE14451
1080,BMC_Genomics,PMC2685408,GPL3810,GSE14451
1081,BMC_Genomics,PMC2837040,GSE13520,GSE13520
1082,BMC_Genomics,PMC526184,GPL229,GSE5573
1083,BMC_Genomics,PMC526184,GPL1013,GSE2961
1084,BMC_Genomics,PMC526184,GPL1012,GSE5573
1085,BMC_Genomics,PMC1134654,GPL1880,NaN
1086,BMC_Genomics,PMC1192797,GSM22355,NaN
1087,BMC_Genomics,PMC1199595,GSE2366,GSE2366
1088,BMC_Genomics,PMC1250226,GSE3090,GSE3090
1089,BMC_Genomics,PMC1261260,GSE271,GSE271
1090,BMC_Genomics,PMC1283972,GSE2738,GSE2738
1091,BMC_Genomics,PMC1312317,GSE1028,GSE1028
1092,BMC_Genomics,PMC1435885,GSE4214,GSE4214
1093,BMC_Genomics,PMC1435885,GPL1708,GSE5272
1094,BMC_Genomics,PMC1435884,GSE2264,GSE2264
1095,BMC_Genomics,PMC1501018,GSE1133,GSE1133
1097,BMC_Genomics,PMC1501018,GSE473,GSE473
1098,BMC_Genomics,PMC1501018,GSE974,GSE974
1099,BMC_Genomics,PMC1501018,GSE995,GSE995
1100,BMC_Genomics,PMC1513212,GSE3339,GSE3339
1101,BMC_Genomics,PMC1523211,GPL1,NaN
1102,BMC_Genomics,PMC1525186,GSE3062,GSE3062
1103,BMC_Genomics,PMC1525186,GSE3061,GSE3061
1104,BMC_Genomics,PMC1525191,GSE4187,GSE4187
1105,BMC_Genomics,PMC1550726,GSE4860,GSE4860
1107,BMC_Genomics,PMC1564015,GSE1933,GSE1933
1108,BMC_Genomics,PMC1590027,GSE5213,GSE5213
1109,BMC_Genomics,PMC1592091,GSE3970,GSE3970
1111,BMC_Genomics,PMC1618399,GSE2714,GSE2714
1112,BMC_Genomics,PMC1618399,GSE4337,GSE4337
1113,BMC_Genomics,PMC1618399,GSE2800,GSE2800
1114,BMC_Genomics,PMC1618399,GSE1432,GSE1432
1115,BMC_Genomics,PMC1618399,GSE4232,GSE4232
1121,BMC_Genomics,PMC1621085,GSE5894,GSE5894
1123,BMC_Genomics,PMC1626471,GSE3807,GSE3807
1125,BMC_Genomics,PMC1635984,GSE5170,GSE5170
1126,BMC_Genomics,PMC1693924,GSE5323,GSE5323
1127,BMC_Genomics,PMC1764740,GSM126989,GSE5518
1128,BMC_Genomics,PMC1764740,GSM127012,GPL4085
1129,BMC_Genomics,PMC1796866,GSE833,GSE833
1130,BMC_Genomics,PMC1796866,GSE1297,GSE1297
1131,BMC_Genomics,PMC1796866,GSE4595,GSE4595
1133,BMC_Genomics,PMC1796866,GSM6827,GSE833
1134,BMC_Genomics,PMC1796866,GSM6828,GSE833
1135,BMC_Genomics,PMC1796866,GSM6834,GSE833
1136,BMC_Genomics,PMC1796866,GSM6835,GSE833
1137,BMC_Genomics,PMC1796866,GSM6836,GSE833
1138,BMC_Genomics,PMC1796866,GSM6826,GSE833
1139,BMC_Genomics,PMC1796866,GSM6829,GSE833
1140,BMC_Genomics,PMC1796866,GSM6830,GSE833
1141,BMC_Genomics,PMC1796866,GSM6831,GSE833
1142,BMC_Genomics,PMC1796866,GSM21203,GSE1297
1143,BMC_Genomics,PMC1796866,GSM21206,GSE1297
1144,BMC_Genomics,PMC1796866,GSM21207,GSE1297
1145,BMC_Genomics,PMC1796866,GSM21208,GSE1297
1146,BMC_Genomics,PMC1796866,GSM21212,GSE1297
1147,BMC_Genomics,PMC1796866,GSM21213,GSE1297
1148,BMC_Genomics,PMC1796866,GSM21229,GSE1297
1149,BMC_Genomics,PMC1796866,GSM21215,GSE1297
1150,BMC_Genomics,PMC1796866,GSM21217,GSE1297
1151,BMC_Genomics,PMC1796866,GSM21218,GSE1297
1152,BMC_Genomics,PMC1796866,GSM21219,GSE1297
1153,BMC_Genomics,PMC1796866,GSM21220,GSE1297
1154,BMC_Genomics,PMC1796866,GSM21221,GSE1297
1155,BMC_Genomics,PMC1796866,GSM21226,GSE1297
1156,BMC_Genomics,PMC1796866,GSM21231,GSE1297
1157,BMC_Genomics,PMC1796866,GSM21232,GSE1297
1159,BMC_Genomics,PMC1797021,GSE4807,GSE4807
1160,BMC_Genomics,PMC1797021,GSE1723,GSE1723
1161,BMC_Genomics,PMC1808064,GPL3650,GSE6841
1162,BMC_Genomics,PMC1808064,GSE5928,GSE5928
1163,BMC_Genomics,PMC1831773,GSE5456,GSE5456
1164,BMC_Genomics,PMC1832192,GSE4674,GSE4674
1165,BMC_Genomics,PMC1832192,GSE6366,GSE6366
1166,BMC_Genomics,PMC1847444,GSE6323,GSE6323
1167,BMC_Genomics,PMC1851713,GSE2972,GSE2972
1168,BMC_Genomics,PMC1851713,GSE3749,GSE3749
1169,BMC_Genomics,PMC1851713,GSE3231,GSE3231
1170,BMC_Genomics,PMC1852103,GSE2004,GSE2004
1171,BMC_Genomics,PMC1852103,GSE3297,GSE3297
1172,BMC_Genomics,PMC1852103,GSE2109,GSE2109
1173,BMC_Genomics,PMC1852103,GSE7392,GSE7392
1174,BMC_Genomics,PMC1853087,GSM93225,GSE4064
1175,BMC_Genomics,PMC1853087,GSM93226,GSE4064
1176,BMC_Genomics,PMC1853087,GSM93227,GSE4064
1177,BMC_Genomics,PMC1853087,GSM93228,GSE4064
1178,BMC_Genomics,PMC1853087,GSM50690,GSE2634
1179,BMC_Genomics,PMC1853087,GSM50691,GSE2634
1180,BMC_Genomics,PMC1853087,GSM50692,GSE2634
1181,BMC_Genomics,PMC1853087,GSM50693,GSE2634
1182,BMC_Genomics,PMC1853087,GSM50694,GSE2634
1183,BMC_Genomics,PMC1853087,GSM50695,GSE2634
1184,BMC_Genomics,PMC1853087,GSM50696,GSE2634
1185,BMC_Genomics,PMC1853087,GSM50697,GSE2634
1186,BMC_Genomics,PMC1853087,GSM50698,GSE2634
1187,BMC_Genomics,PMC1853087,GSM50699,GSE2634
1188,BMC_Genomics,PMC1853087,GSM50700,GSE2634
1189,BMC_Genomics,PMC1853087,GSM50701,GSE2634
1190,BMC_Genomics,PMC1853087,GSM50702,GSE2634
1191,BMC_Genomics,PMC1853087,GSM50703,GSE2634
1192,BMC_Genomics,PMC1853087,GSM50704,GSE2634
1193,BMC_Genomics,PMC1853087,GSM50705,GSE2634
1194,BMC_Genomics,PMC1853087,GSM50706,GSE2634
1195,BMC_Genomics,PMC1853087,GSE2634,GSE2634
1196,BMC_Genomics,PMC1853087,GSE4064,GSE4064
1197,BMC_Genomics,PMC1858692,GSE7436,GSE7436
1198,BMC_Genomics,PMC1865386,GSE6118,GSE6118
1199,BMC_Genomics,PMC1868757,GSE7364,GSE7364
1200,BMC_Genomics,PMC1871584,GSE5083,GSE5083
1202,BMC_Genomics,PMC1884150,GSE3029,GSE3029
1203,BMC_Genomics,PMC1888706,GSE5915,GSE5915
1204,BMC_Genomics,PMC1888706,GSM7759,GSE5402
1205,BMC_Genomics,PMC1888706,GSM106587,GSE4726
1207,BMC_Genomics,PMC1888706,GSM106599,GSE4726
1208,BMC_Genomics,PMC1888706,GSM56242,NaN
1209,BMC_Genomics,PMC1888706,GSM106591,GSE4726
1212,BMC_Genomics,PMC1888706,GSM106596,GSE4726
1216,BMC_Genomics,PMC1888706,GSM106592,GSE4726
1230,BMC_Genomics,PMC1894975,GSE7670,GSE7670
1231,BMC_Genomics,PMC1899502,GSE6252,GSE6252
1232,BMC_Genomics,PMC1899500,GSE6313,GSE6313
1233,BMC_Genomics,PMC1904204,GPL4263,GSE5892
1234,BMC_Genomics,PMC1904204,GSE5892,GSE5892
1236,BMC_Genomics,PMC1913522,GPL1,NaN
1240,BMC_Genomics,PMC1920521,GSE5091,GSE5091
1241,BMC_Genomics,PMC1924859,GSE5401,GSE5401
1244,BMC_Genomics,PMC1925098,GSE7757,GSE7757
1246,BMC_Genomics,PMC1929076,GPL1010,GSE1067
1248,BMC_Genomics,PMC1929075,GSE7683,GSE7683
1249,BMC_Genomics,PMC1931595,GSE3231,GSE3231
1250,BMC_Genomics,PMC1931595,GSE2375,GSE2375
1251,BMC_Genomics,PMC1931595,GSE3232,GSE3232
1252,BMC_Genomics,PMC1931595,GSE2192,GSE2192
1253,BMC_Genomics,PMC1931595,GSE2684,GSE2684
1254,BMC_Genomics,PMC1931595,GSE3236,GSE3236
1255,BMC_Genomics,PMC1931595,GSE1581,GSE1581
1256,BMC_Genomics,PMC1934369,GSE7084,GSE7084
1257,BMC_Genomics,PMC1934371,GSE3778,GSE3778
1258,BMC_Genomics,PMC1934918,GSE7167,GSE7167
1259,BMC_Genomics,PMC1934918,GSE7172,GSE7172
1260,BMC_Genomics,PMC1940012,GSE8047,GSE8047
1261,BMC_Genomics,PMC1947970,GSE5620,GSE5620
1262,BMC_Genomics,PMC1947970,GSE5621,GSE5621
1263,BMC_Genomics,PMC1947970,GSE5623,GSE5623
1264,BMC_Genomics,PMC1947970,GSE5624,GSE5624
1265,BMC_Genomics,PMC1947970,GSE5629,GSE5629
1266,BMC_Genomics,PMC1947970,GSE5630,GSE5630
1267,BMC_Genomics,PMC1947970,GSE5631,GSE5631
1268,BMC_Genomics,PMC1947970,GSE5632,GSE5632
1269,BMC_Genomics,PMC1947970,GSE5634,GSE5634
1270,BMC_Genomics,PMC1947970,GSE6893,GSE6893
1271,BMC_Genomics,PMC1947970,GSE6901,GSE6901
1272,BMC_Genomics,PMC1949829,GSE7232,GSE7232
1273,BMC_Genomics,PMC1959522,GSE8170,GSE8170
1274,BMC_Genomics,PMC1959522,GSE8059,GSE8059
1275,BMC_Genomics,PMC1971072,GSE6864,GSE6864
1276,BMC_Genomics,PMC1976134,GSE6081,GSE6081
1278,BMC_Genomics,PMC2000902,GSE7785,GSE7785
1279,BMC_Genomics,PMC2001199,GSE5473,GSE5473
1281,BMC_Genomics,PMC2014778,GSE6128,GSE6128
1282,BMC_Genomics,PMC2020488,GSE8538,GSE8538
1283,BMC_Genomics,PMC2064937,GSE2034,GSE2034
1284,BMC_Genomics,PMC2077339,GSE8394,GSE8394
1286,BMC_Genomics,PMC2040161,GSE6944,GSE6944
1288,BMC_Genomics,PMC2078596,GSE7453,GSE7453
1289,BMC_Genomics,PMC2099445,GSE7018,GSE7018
1290,BMC_Genomics,PMC2147034,GSE9247,GSE9247
1291,BMC_Genomics,PMC2174485,GPL213613,NaN
1292,BMC_Genomics,PMC2174953,GSE8759,GSE8759
1293,BMC_Genomics,PMC2174954,GSE3579,GSE3579
1295,BMC_Genomics,PMC2190772,GSE3755,GSE3755
1296,BMC_Genomics,PMC2190774,GSE8994,GSE8994
1297,BMC_Genomics,PMC2204014,GPL3608,GSE13683
1298,BMC_Genomics,PMC2213678,GSE8857,GSE8857
1299,BMC_Genomics,PMC2213678,GPL5751,GSE19237
1300,BMC_Genomics,PMC2219888,GSE8051,GSE8051
1301,BMC_Genomics,PMC2220004,GSE9214,GSE9214
1302,BMC_Genomics,PMC2220004,GPL6047,GSE9413
1303,BMC_Genomics,PMC2222645,GPL3365,GSE4047
1304,BMC_Genomics,PMC2222645,GSE7499,GSE7499
1305,BMC_Genomics,PMC2222645,GSM181765,Pomacentrus moluccensis
1306,BMC_Genomics,PMC2222645,GSM181823,GPL3365
1307,BMC_Genomics,PMC2231380,GSE8093,GSE8093
1308,BMC_Genomics,PMC2234262,GSE6534,GSE6534
1309,BMC_Genomics,PMC2234262,GPL4635,GSE6534
1313,BMC_Genomics,PMC2234263,GSE9746,GSE9746
1317,BMC_Genomics,PMC2234263,GPL6195,GSE9746
1319,BMC_Genomics,PMC2234434,GSE6846,GSE6846
1320,BMC_Genomics,PMC2238769,GSE6841,GSE6841
1321,BMC_Genomics,PMC2242807,GSE8992,GSE8992
1322,BMC_Genomics,PMC2244637,GSE1413,GSE1413
1323,BMC_Genomics,PMC2244638,GSM231205,GSE9149
1324,BMC_Genomics,PMC2244638,GSM231233,GSE9149
1325,BMC_Genomics,PMC2245944,GPL4349,NaN
1326,BMC_Genomics,PMC2245944,GSE5908,GSE5908
1327,BMC_Genomics,PMC2253546,GPL1013,GSE2961
1328,BMC_Genomics,PMC2253546,GPL3015,GSE15374;GSE15377
1329,BMC_Genomics,PMC2253546,GSE7290,GSE7290
1330,BMC_Genomics,PMC2253546,GSE7325,GSE7325
1331,BMC_Genomics,PMC2257942,GPL6284,GSE9929
1332,BMC_Genomics,PMC2257942,GSE9929,GSE9929
1333,BMC_Genomics,PMC2257943,GPL336,GSE456
1334,BMC_Genomics,PMC2257943,GPL518,GSE714
1335,BMC_Genomics,PMC2257943,GPL2731,GSE3217
1336,BMC_Genomics,PMC2257943,GPL1209,GSE1372
1337,BMC_Genomics,PMC2257943,GPL1624,GSE1913
1338,BMC_Genomics,PMC2257943,GPL3533,GSE32112
1339,BMC_Genomics,PMC2257943,GPL3461,GSE4281
1340,BMC_Genomics,PMC2257943,GPL3707,GSE4744
1341,BMC_Genomics,PMC2257943,GPL3585,GSE10597
1342,BMC_Genomics,PMC2257943,GPL3608,GSE13683
1343,BMC_Genomics,PMC2262072,GSE6271,GSE6271
1344,BMC_Genomics,PMC2262072,GSE6317,GSE6317
1345,BMC_Genomics,PMC2262072,GSE6447,GSE6447
1346,BMC_Genomics,PMC2262072,GSE6423,GSE6423
1347,BMC_Genomics,PMC2262071,GSE2280,GSE2280
1348,BMC_Genomics,PMC2262071,GSE3524,GSE3524
1349,BMC_Genomics,PMC2262068,GSE7973,GSE7973
1350,BMC_Genomics,PMC2262896,GSE6497,GSE6497
1351,BMC_Genomics,PMC2262898,GPL4993,GSE24017
1353,BMC_Genomics,PMC2262898,GSE7452,GSE7452
1355,BMC_Genomics,PMC2262898,GSM180391,GSE7452
1357,BMC_Genomics,PMC2262898,GSM180406,GSE7452
1359,BMC_Genomics,PMC2262898,GSM180426,GSE7452
1361,BMC_Genomics,PMC2262898,GSM180428,GSE7452
1363,BMC_Genomics,PMC2262898,GSM180430,GSE7452
1365,BMC_Genomics,PMC2262898,GSM180433,GSE7452
1367,BMC_Genomics,PMC2262898,GSM180434,GSE7452
1369,BMC_Genomics,PMC2262898,GSM180436,GSE7452
1371,BMC_Genomics,PMC2262898,GSM180438,GSE7452
1373,BMC_Genomics,PMC2262898,GSM180441,GSE7452
1375,BMC_Genomics,PMC2263043,GSE7947,GSE7947
1376,BMC_Genomics,PMC2263045,GSE9485,GSE9485
1377,BMC_Genomics,PMC2263044,GSE10005,GSE10005
1379,BMC_Genomics,PMC2266913,GPL339,GSE2565
